user_id,onboarding_skips,quiz_answers,total_events,avg_event_interval_sec,chat_opens,chat_views,messages_sent,messages_received,answer_errors,likes,dislikes,successful_purchase,model_changes,is_advanced,time_to_first_message_sec,error_rate,cluster,predicted_churn_probability,predicted_churned,pca1,pca2
412,0.0,3.0,50.0,159.3877551020408,3.0,3.0,12.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,350.0,0.5,1,0.792995622263915,1,-0.05109146976017896,1.2948852255833374
418,0.0,3.0,116.0,290.89565217391305,10.0,10.0,31.0,10.0,19.0,5.0,2.0,1.0,0.0,0.0,346.0,0.6129032258064516,1,0.792995622263915,1,4.495235024802352,2.1286898024211944
445,0.0,3.0,37.0,108.94444444444444,2.0,2.0,8.0,5.0,3.0,0.0,0.0,1.0,1.0,1.0,375.0,0.375,1,0.792995622263915,1,-1.1647572738834113,0.800986327743346
467,0.0,3.0,49.0,214.33333333333331,4.0,4.0,10.0,7.0,2.0,1.0,3.0,1.0,0.0,0.0,345.0,0.2,1,0.792995622263915,1,0.17368329956312661,0.3039398304218687
475,0.0,3.0,118.0,156.06837606837607,6.0,6.0,33.0,32.0,1.0,13.0,3.0,1.0,1.0,1.0,340.0,0.0303030303030303,2,0.1395139513951395,0,3.02887981452799,-2.920572101187083
487,0.0,3.0,148.0,130.34013605442178,6.0,7.0,43.0,42.0,0.0,22.0,4.0,1.0,1.0,1.0,399.0,0.0,2,0.1395139513951395,0,4.424008004555751,-4.75401211463846
488,0.0,3.0,13.0,16.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.678458097627085,-1.910063098445957
489,0.0,3.0,77.0,160.71052631578948,4.0,4.0,24.0,9.0,14.0,2.0,2.0,1.0,0.0,0.0,378.0,0.5833333333333334,1,0.792995622263915,1,1.4445768390846605,1.6854947425485995
490,0.0,3.0,45.0,171.13636363636363,3.0,3.0,11.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,349.0,0.4545454545454545,1,0.792995622263915,1,-0.2524879931267567,1.3065450895758688
494,0.0,3.0,71.0,232.27142857142857,5.0,5.0,20.0,10.0,10.0,0.0,2.0,1.0,0.0,0.0,409.0,0.5,1,0.792995622263915,1,1.404528758855935,1.6101745798985303
498,0.0,3.0,37.0,120.94444444444444,2.0,2.0,8.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,406.0,0.625,1,0.792995622263915,1,-0.8076948420743318,1.5349316743566055
501,0.0,3.0,13.0,20.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.66477779833978,-1.8960132437402757
504,0.0,3.0,13.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.67221274360462,-1.9036490343411894
508,0.0,3.0,82.0,290.71604938271605,7.0,7.0,20.0,8.0,11.0,2.0,1.0,1.0,0.0,0.0,363.0,0.55,1,0.792995622263915,1,2.3231081791116983,1.9444794987018037
514,0.0,3.0,59.0,130.1551724137931,3.0,3.0,13.0,10.0,2.0,6.0,1.0,1.0,1.0,1.0,396.0,0.1538461538461538,1,0.792995622263915,1,-0.09842034288106015,-0.7405782444502025
516,0.0,3.0,71.0,269.24285714285713,6.0,6.0,18.0,7.0,9.0,2.0,3.0,1.0,0.0,0.0,414.0,0.5,1,0.792995622263915,1,1.82641422876637,1.5048198336555207
520,0.0,3.0,64.0,243.31746031746036,5.0,5.0,17.0,5.0,9.0,0.0,4.0,1.0,0.0,0.0,357.0,0.5294117647058824,1,0.792995622263915,1,1.3903752411381818,1.793167456449474
524,1.0,2.0,74.0,241.73972602739727,6.0,6.0,20.0,13.0,6.0,0.0,2.0,1.0,1.0,1.0,399.0,0.3,1,0.792995622263915,1,1.4819575266110017,0.7181239519722495
525,0.0,3.0,13.0,19.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.669833561119871,-1.901205581348897
533,1.0,2.0,74.0,212.5068493150685,5.0,5.0,20.0,10.0,9.0,1.0,5.0,1.0,0.0,0.0,364.0,0.45,1,0.792995622263915,1,1.6976080592533842,1.0950285453874333
556,0.0,3.0,57.0,201.3392857142857,4.0,4.0,15.0,9.0,5.0,1.0,0.0,1.0,1.0,1.0,399.0,0.3333333333333333,1,0.792995622263915,1,0.2621302094067766,0.8101424523537638
571,0.0,3.0,78.0,234.76623376623377,6.0,6.0,21.0,7.0,13.0,2.0,3.0,1.0,0.0,0.0,363.0,0.6190476190476191,1,0.792995622263915,1,2.1825251773557044,2.0059404822821554
575,0.0,3.0,29.0,125.53571428571428,2.0,2.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,389.0,0.2,1,0.792995622263915,1,-1.547538509271049,0.3677633668038152
576,0.0,3.0,74.0,201.36986301369865,5.0,5.0,21.0,10.0,10.0,1.0,2.0,1.0,1.0,1.0,356.0,0.4761904761904761,1,0.792995622263915,1,1.4546449571296565,1.3662638402556915
583,0.0,3.0,83.0,271.4024390243902,7.0,7.0,21.0,14.0,7.0,4.0,1.0,1.0,1.0,1.0,355.0,0.3333333333333333,1,0.792995622263915,1,2.2537436629463765,0.5977164469654141
595,0.0,3.0,121.0,186.78333333333333,7.0,8.0,32.0,31.0,1.0,13.0,4.0,1.0,1.0,1.0,348.0,0.03125,2,0.1395139513951395,0,3.5818593370080825,-2.8464333292060497
596,0.0,3.0,92.0,133.4065934065934,4.0,5.0,26.0,21.0,4.0,3.0,5.0,1.0,0.0,0.0,381.0,0.1538461538461538,1,0.792995622263915,1,1.5791555528448775,-1.0461425481478284
607,0.0,3.0,117.0,197.8879310344828,7.0,7.0,34.0,32.0,1.0,11.0,3.0,1.0,1.0,1.0,334.0,0.0294117647058823,2,0.1395139513951395,0,3.3285750960273837,-2.5609747581502758
618,0.0,3.0,107.0,155.08490566037736,5.0,5.0,31.0,30.0,1.0,12.0,3.0,1.0,1.0,1.0,334.0,0.032258064516129,2,0.1395139513951395,0,2.50661525648992,-2.6860360033965898
620,0.0,3.0,13.0,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.664183002718593,-1.8954023804922024
623,0.0,3.0,212.0,158.65402843601896,10.0,13.0,62.0,55.0,4.0,21.0,7.0,1.0,1.0,1.0,424.0,0.064516129032258,2,0.1395139513951395,0,7.694776519388808,-5.074935667560326
630,0.0,3.0,38.0,203.4324324324324,3.0,3.0,6.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,368.0,0.1666666666666666,1,0.792995622263915,1,-0.7416069627019644,0.38960818506403366
631,0.0,3.0,13.0,20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.665967389582154,-1.897234970236422
665,1.0,2.0,64.0,176.3015873015873,4.0,4.0,16.0,8.0,8.0,2.0,4.0,1.0,0.0,0.0,382.0,0.5,1,0.792995622263915,1,0.9868363072227794,1.0714678335182528
667,0.0,3.0,54.0,217.58490566037736,4.0,4.0,13.0,6.0,6.0,2.0,0.0,1.0,1.0,1.0,367.0,0.4615384615384615,1,0.792995622263915,1,0.3903947004735863,1.3215851681744568
669,0.0,3.0,111.0,188.52727272727276,6.0,6.0,31.0,23.0,7.0,11.0,7.0,1.0,0.0,0.0,335.0,0.2258064516129032,2,0.1395139513951395,0,3.4884382649148415,-1.4912405135835838
672,0.0,3.0,51.0,157.32,3.0,3.0,13.0,5.0,7.0,1.0,2.0,1.0,0.0,0.0,351.0,0.5384615384615384,1,0.792995622263915,1,0.12530154316061953,1.429352641313704
682,0.0,3.0,41.0,116.325,2.0,2.0,9.0,6.0,3.0,2.0,1.0,1.0,0.0,0.0,439.0,0.3333333333333333,1,0.792995622263915,1,-0.9166278560925505,0.3416574669716825
686,0.0,3.0,43.0,100.21428571428572,2.0,2.0,9.0,9.0,0.0,0.0,5.0,1.0,0.0,0.0,367.0,0.0,1,0.792995622263915,1,-0.8845912339319179,-0.8329816453483576
713,0.0,3.0,60.0,200.6949152542373,4.0,4.0,15.0,9.0,5.0,3.0,1.0,1.0,1.0,1.0,371.0,0.3333333333333333,1,0.792995622263915,1,0.5481279944018362,0.5603677232312707
717,0.0,3.0,94.0,286.0430107526882,8.0,8.0,25.0,17.0,6.0,3.0,5.0,1.0,0.0,0.0,400.0,0.24,1,0.792995622263915,1,3.0320861551588343,0.004866105790929204
722,1.0,2.0,85.0,258.95238095238096,7.0,7.0,23.0,11.0,9.0,2.0,5.0,1.0,0.0,0.0,417.0,0.391304347826087,1,0.792995622263915,1,2.544096714654416,0.8615100271635047
726,1.0,2.0,70.0,211.07246376811597,5.0,5.0,20.0,6.0,12.0,0.0,3.0,1.0,0.0,0.0,375.0,0.6,1,0.792995622263915,1,1.5124999284589367,2.0570065114882645
730,0.0,3.0,45.0,169.27272727272728,3.0,3.0,9.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,325.0,0.3333333333333333,1,0.792995622263915,1,-0.2724612187077761,0.683324138284734
747,0.0,3.0,13.0,22.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.658829842127909,-1.8899046112595446
748,0.0,3.0,161.0,190.84375,9.0,9.0,51.0,39.0,11.0,7.0,12.0,1.0,0.0,0.0,371.0,0.2156862745098039,2,0.1395139513951395,0,6.103390418359961,-1.9384680904758933
760,0.0,3.0,13.0,18.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.672510141415213,-1.9039544659652259
766,0.0,3.0,83.0,240.8292682926829,6.0,6.0,25.0,9.0,14.0,1.0,2.0,1.0,0.0,0.0,348.0,0.56,1,0.792995622263915,1,2.2731147713551656,2.022794814167025
774,0.0,3.0,49.0,169.1875,3.0,3.0,12.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,316.0,0.5,1,0.792995622263915,1,0.013082836982488263,1.3681347153039374
780,0.0,3.0,82.0,237.46913580246917,6.0,6.0,24.0,13.0,9.0,2.0,2.0,1.0,0.0,0.0,358.0,0.375,1,0.792995622263915,1,2.0189233922501324,0.9051546645004088
787,0.0,3.0,35.0,125.08823529411764,2.0,2.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,372.0,0.3333333333333333,1,0.792995622263915,1,-1.1153842073617253,0.5739616301204918
791,0.0,3.0,13.0,17.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.674889323899961,-1.9063979189575184
798,0.0,3.0,44.0,100.46511627906976,2.0,2.0,11.0,4.0,6.0,1.0,2.0,1.0,0.0,0.0,362.0,0.5454545454545454,1,0.792995622263915,1,-0.5338128235550644,1.2200326968753927
843,0.0,3.0,13.0,18.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.671023152362245,-1.9024273078450433
844,0.0,3.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.6668595830139346,-1.8981512651085315
846,0.0,3.0,37.0,19.944444444444443,1.0,1.0,8.0,8.0,0.0,2.0,1.0,1.0,1.0,1.0,365.0,0.0,0,0.9535226853559572,1,-1.8122353838479073,-1.0513549709430579
856,0.0,3.0,13.0,21.08333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.662993411476219,-1.8941806539960564
857,0.0,3.0,13.0,16.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.677863302005897,-1.909452235197884
860,0.0,3.0,13.0,20.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.66566999177156,-1.8969295386123852
874,0.0,3.0,43.0,186.04761904761904,3.0,3.0,10.0,3.0,6.0,1.0,0.0,1.0,0.0,0.0,381.0,0.6,1,0.792995622263915,1,-0.2266491227364751,1.8024076134532474
893,0.0,3.0,68.0,233.089552238806,5.0,5.0,20.0,5.0,13.0,0.0,1.0,1.0,0.0,0.0,388.0,0.65,1,0.792995622263915,1,1.4095710193857989,2.480838459049552
903,0.0,3.0,56.0,215.83636363636364,4.0,4.0,14.0,6.0,7.0,1.0,2.0,1.0,0.0,0.0,377.0,0.5,1,0.792995622263915,1,0.6334508955265291,1.4627237293280233
932,1.0,2.0,13.0,18.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.673402334846994,-1.9048707608373356
939,0.0,3.0,65.0,220.859375,5.0,5.0,18.0,9.0,7.0,1.0,1.0,1.0,0.0,0.0,381.0,0.3888888888888889,1,0.792995622263915,1,0.9969782428158177,1.0921054615367296
941,0.0,3.0,57.0,209.375,4.0,4.0,13.0,11.0,2.0,2.0,3.0,1.0,0.0,0.0,351.0,0.1538461538461538,1,0.792995622263915,1,0.44815381469295157,-0.12238182487519228
942,0.0,3.0,49.0,168.14583333333334,3.0,3.0,13.0,4.0,7.0,0.0,2.0,1.0,0.0,0.0,443.0,0.5384615384615384,1,0.792995622263915,1,-0.04944647770715067,1.521413752396592
948,0.0,3.0,75.0,162.5810810810811,4.0,5.0,19.0,15.0,2.0,5.0,3.0,1.0,1.0,1.0,412.0,0.1052631578947368,1,0.792995622263915,1,0.9305016375465834,-1.0418402534897877
951,0.0,3.0,13.0,17.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.67637631295293,-1.9079250770777012
957,0.0,3.0,60.0,133.61016949152545,3.0,3.0,15.0,15.0,0.0,2.0,4.0,1.0,1.0,1.0,377.0,0.0,1,0.792995622263915,1,-0.012766017960540058,-1.1832067264987884
968,0.0,3.0,93.0,138.20652173913044,4.0,6.0,27.0,9.0,18.0,1.0,4.0,1.0,0.0,0.0,389.0,0.6666666666666666,1,0.792995622263915,1,2.21679956841757,2.0303511595483292
970,0.0,3.0,13.0,23.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.655558466211379,-1.8865448633951425
971,0.0,3.0,91.0,219.33333333333331,6.0,6.0,26.0,13.0,13.0,0.0,7.0,1.0,0.0,0.0,420.0,0.5,1,0.792995622263915,1,2.684515134219132,1.305580345042578
972,0.0,3.0,67.0,116.07575757575758,3.0,3.0,17.0,17.0,0.0,6.0,3.0,1.0,1.0,1.0,377.0,0.0,1,0.792995622263915,1,0.25204728244727337,-1.7188049203360936
976,0.0,3.0,38.0,235.13513513513516,3.0,3.0,7.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,398.0,0.4285714285714285,1,0.792995622263915,1,-0.39363148418891875,1.3539281768440006
987,1.0,2.0,13.0,18.08333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.673699732657587,-1.9051761924613722
991,0.0,3.0,98.0,188.4742268041237,6.0,6.0,26.0,24.0,1.0,8.0,6.0,1.0,1.0,1.0,371.0,0.0384615384615384,2,0.1395139513951395,0,2.5074006504842132,-2.0630789248970203
996,0.0,3.0,46.0,93.8,2.0,2.0,10.0,10.0,0.0,5.0,0.0,1.0,1.0,1.0,340.0,0.0,1,0.792995622263915,1,-0.9851855548981627,-1.1308962086524785
998,0.0,3.0,13.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.678755495437678,-1.9103685300699935
999,1.0,2.0,50.0,157.44897959183675,3.0,3.0,13.0,3.0,9.0,1.0,1.0,1.0,0.0,0.0,331.0,0.6923076923076923,1,0.792995622263915,1,0.18341689520046423,2.11939633106824
1000,0.0,3.0,13.0,17.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0,0.9535226853559572,1,-4.67637631295293,-1.9079250770777012
