user_id,onboarding_skips,quiz_answers,total_events,avg_event_interval_sec,chat_opens,chat_views,messages_sent,messages_received,answer_errors,likes,dislikes,successful_purchase,model_changes,is_advanced,time_to_first_message_sec,error_rate
125,0.0,3.0,189.0,155.63829787234042,9.0,10.0,54.0,51.0,2.0,21.0,7.0,1.0,1.0,1.0,367.0,0.037037037037037035
130,0.0,3.0,60.0,182.57627118644066,4.0,4.0,14.0,8.0,5.0,1.0,6.0,1.0,0.0,0.0,356.0,0.35714285714285715
146,0.0,3.0,13.0,16.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
158,0.0,3.0,37.0,215.33333333333334,3.0,3.0,7.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,366.0,0.42857142857142855
175,0.0,3.0,87.0,250.32558139534885,7.0,7.0,24.0,8.0,15.0,2.0,3.0,1.0,0.0,0.0,404.0,0.625
190,0.0,3.0,60.0,190.27118644067798,4.0,4.0,17.0,4.0,11.0,1.0,1.0,1.0,0.0,0.0,396.0,0.6470588235294118
192,0.0,3.0,64.0,187.28571428571428,4.0,4.0,15.0,10.0,5.0,5.0,3.0,1.0,0.0,0.0,333.0,0.3333333333333333
194,0.0,3.0,13.0,17.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
199,0.0,3.0,181.0,192.55,10.0,13.0,51.0,42.0,6.0,12.0,14.0,1.0,0.0,0.0,357.0,0.11764705882352941
207,0.0,3.0,50.0,153.6326530612245,3.0,3.0,12.0,9.0,2.0,4.0,0.0,1.0,0.0,0.0,345.0,0.16666666666666666
210,0.0,3.0,53.0,151.42307692307693,3.0,3.0,13.0,9.0,4.0,3.0,0.0,1.0,1.0,1.0,359.0,0.3076923076923077
217,0.0,3.0,153.0,212.7565789473684,10.0,10.0,47.0,39.0,6.0,12.0,4.0,1.0,1.0,1.0,379.0,0.1276595744680851
233,0.0,3.0,42.0,172.17073170731706,3.0,3.0,9.0,3.0,5.0,0.0,2.0,1.0,0.0,0.0,381.0,0.5555555555555556
237,0.0,3.0,13.0,19.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
238,0.0,3.0,13.0,18.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
244,0.0,3.0,13.0,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
267,1.0,2.0,13.0,19.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
270,0.0,3.0,63.0,228.82258064516128,5.0,5.0,14.0,8.0,6.0,6.0,0.0,1.0,0.0,0.0,353.0,0.42857142857142855
274,0.0,3.0,59.0,190.48275862068965,4.0,4.0,14.0,10.0,4.0,1.0,2.0,1.0,0.0,0.0,368.0,0.2857142857142857
276,0.0,3.0,13.0,21.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
279,0.0,3.0,43.0,179.33333333333334,3.0,3.0,9.0,5.0,4.0,0.0,2.0,1.0,0.0,0.0,346.0,0.4444444444444444
280,0.0,3.0,37.0,126.19444444444444,2.0,2.0,8.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,367.0,0.5
283,0.0,3.0,13.0,20.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
297,0.0,3.0,36.0,105.57142857142857,2.0,2.0,6.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,330.0,0.3333333333333333
299,0.0,3.0,199.0,224.62626262626262,13.0,13.0,59.0,47.0,8.0,16.0,16.0,1.0,0.0,0.0,402.0,0.13559322033898305
300,0.0,3.0,67.0,176.62121212121212,4.0,4.0,16.0,16.0,0.0,6.0,2.0,1.0,1.0,1.0,361.0,0.0
310,0.0,3.0,97.0,200.10416666666666,6.0,6.0,29.0,13.0,15.0,2.0,6.0,1.0,0.0,0.0,373.0,0.5172413793103449
313,0.0,3.0,66.0,186.46153846153845,4.0,4.0,18.0,8.0,9.0,1.0,4.0,1.0,0.0,0.0,360.0,0.5
326,0.0,3.0,48.0,110.48936170212765,2.0,2.0,12.0,10.0,2.0,2.0,2.0,1.0,0.0,0.0,317.0,0.16666666666666666
338,0.0,3.0,94.0,116.65591397849462,4.0,4.0,25.0,23.0,1.0,8.0,4.0,1.0,1.0,1.0,342.0,0.04
349,0.0,3.0,65.0,233.078125,5.0,5.0,18.0,7.0,7.0,1.0,3.0,1.0,0.0,0.0,374.0,0.3888888888888889
350,0.0,3.0,77.0,186.31578947368422,5.0,5.0,21.0,14.0,7.0,3.0,2.0,1.0,1.0,1.0,335.0,0.3333333333333333
357,0.0,3.0,100.0,200.96969696969697,6.0,7.0,30.0,11.0,17.0,2.0,4.0,1.0,0.0,0.0,351.0,0.5666666666666667
376,0.0,3.0,13.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
377,0.0,3.0,169.0,189.24404761904762,10.0,10.0,53.0,45.0,8.0,13.0,5.0,1.0,1.0,1.0,372.0,0.1509433962264151
390,0.0,3.0,36.0,221.74285714285713,3.0,3.0,6.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,342.0,0.5
395,0.0,3.0,13.0,21.083333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
398,0.0,3.0,53.0,140.92307692307693,3.0,3.0,13.0,10.0,3.0,3.0,0.0,1.0,1.0,1.0,386.0,0.23076923076923078
412,0.0,3.0,50.0,159.3877551020408,3.0,3.0,12.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,350.0,0.5
418,0.0,3.0,116.0,290.89565217391305,10.0,10.0,31.0,10.0,19.0,5.0,2.0,1.0,0.0,0.0,346.0,0.6129032258064516
445,0.0,3.0,37.0,108.94444444444444,2.0,2.0,8.0,5.0,3.0,0.0,0.0,1.0,1.0,1.0,375.0,0.375
467,0.0,3.0,49.0,214.33333333333334,4.0,4.0,10.0,7.0,2.0,1.0,3.0,1.0,0.0,0.0,345.0,0.2
475,0.0,3.0,118.0,156.06837606837607,6.0,6.0,33.0,32.0,1.0,13.0,3.0,1.0,1.0,1.0,340.0,0.030303030303030304
487,0.0,3.0,148.0,130.34013605442178,6.0,7.0,43.0,42.0,0.0,22.0,4.0,1.0,1.0,1.0,399.0,0.0
488,0.0,3.0,13.0,16.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
489,0.0,3.0,77.0,160.71052631578948,4.0,4.0,24.0,9.0,14.0,2.0,2.0,1.0,0.0,0.0,378.0,0.5833333333333334
490,0.0,3.0,45.0,171.13636363636363,3.0,3.0,11.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,349.0,0.45454545454545453
494,0.0,3.0,71.0,232.27142857142857,5.0,5.0,20.0,10.0,10.0,0.0,2.0,1.0,0.0,0.0,409.0,0.5
498,0.0,3.0,37.0,120.94444444444444,2.0,2.0,8.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,406.0,0.625
501,0.0,3.0,13.0,20.583333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
504,0.0,3.0,13.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
508,0.0,3.0,82.0,290.71604938271605,7.0,7.0,20.0,8.0,11.0,2.0,1.0,1.0,0.0,0.0,363.0,0.55
514,0.0,3.0,59.0,130.1551724137931,3.0,3.0,13.0,10.0,2.0,6.0,1.0,1.0,1.0,1.0,396.0,0.15384615384615385
516,0.0,3.0,71.0,269.24285714285713,6.0,6.0,18.0,7.0,9.0,2.0,3.0,1.0,0.0,0.0,414.0,0.5
520,0.0,3.0,64.0,243.31746031746033,5.0,5.0,17.0,5.0,9.0,0.0,4.0,1.0,0.0,0.0,357.0,0.5294117647058824
524,1.0,2.0,74.0,241.73972602739727,6.0,6.0,20.0,13.0,6.0,0.0,2.0,1.0,1.0,1.0,399.0,0.3
525,0.0,3.0,13.0,19.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
533,1.0,2.0,74.0,212.5068493150685,5.0,5.0,20.0,10.0,9.0,1.0,5.0,1.0,0.0,0.0,364.0,0.45
556,0.0,3.0,57.0,201.33928571428572,4.0,4.0,15.0,9.0,5.0,1.0,0.0,1.0,1.0,1.0,399.0,0.3333333333333333
571,0.0,3.0,78.0,234.76623376623377,6.0,6.0,21.0,7.0,13.0,2.0,3.0,1.0,0.0,0.0,363.0,0.6190476190476191
575,0.0,3.0,29.0,125.53571428571429,2.0,2.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,389.0,0.2
576,0.0,3.0,74.0,201.36986301369862,5.0,5.0,21.0,10.0,10.0,1.0,2.0,1.0,1.0,1.0,356.0,0.47619047619047616
583,0.0,3.0,83.0,271.4024390243902,7.0,7.0,21.0,14.0,7.0,4.0,1.0,1.0,1.0,1.0,355.0,0.3333333333333333
595,0.0,3.0,121.0,186.78333333333333,7.0,8.0,32.0,31.0,1.0,13.0,4.0,1.0,1.0,1.0,348.0,0.03125
596,0.0,3.0,92.0,133.4065934065934,4.0,5.0,26.0,21.0,4.0,3.0,5.0,1.0,0.0,0.0,381.0,0.15384615384615385
607,0.0,3.0,117.0,197.88793103448276,7.0,7.0,34.0,32.0,1.0,11.0,3.0,1.0,1.0,1.0,334.0,0.029411764705882353
618,0.0,3.0,107.0,155.08490566037736,5.0,5.0,31.0,30.0,1.0,12.0,3.0,1.0,1.0,1.0,334.0,0.03225806451612903
620,0.0,3.0,13.0,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
623,0.0,3.0,212.0,158.65402843601896,10.0,13.0,62.0,55.0,4.0,21.0,7.0,1.0,1.0,1.0,424.0,0.06451612903225806
630,0.0,3.0,38.0,203.43243243243242,3.0,3.0,6.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,368.0,0.16666666666666666
631,0.0,3.0,13.0,20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
665,1.0,2.0,64.0,176.3015873015873,4.0,4.0,16.0,8.0,8.0,2.0,4.0,1.0,0.0,0.0,382.0,0.5
667,0.0,3.0,54.0,217.58490566037736,4.0,4.0,13.0,6.0,6.0,2.0,0.0,1.0,1.0,1.0,367.0,0.46153846153846156
669,0.0,3.0,111.0,188.52727272727273,6.0,6.0,31.0,23.0,7.0,11.0,7.0,1.0,0.0,0.0,335.0,0.22580645161290322
672,0.0,3.0,51.0,157.32,3.0,3.0,13.0,5.0,7.0,1.0,2.0,1.0,0.0,0.0,351.0,0.5384615384615384
682,0.0,3.0,41.0,116.325,2.0,2.0,9.0,6.0,3.0,2.0,1.0,1.0,0.0,0.0,439.0,0.3333333333333333
686,0.0,3.0,43.0,100.21428571428571,2.0,2.0,9.0,9.0,0.0,0.0,5.0,1.0,0.0,0.0,367.0,0.0
713,0.0,3.0,60.0,200.6949152542373,4.0,4.0,15.0,9.0,5.0,3.0,1.0,1.0,1.0,1.0,371.0,0.3333333333333333
717,0.0,3.0,94.0,286.0430107526882,8.0,8.0,25.0,17.0,6.0,3.0,5.0,1.0,0.0,0.0,400.0,0.24
722,1.0,2.0,85.0,258.95238095238096,7.0,7.0,23.0,11.0,9.0,2.0,5.0,1.0,0.0,0.0,417.0,0.391304347826087
726,1.0,2.0,70.0,211.07246376811594,5.0,5.0,20.0,6.0,12.0,0.0,3.0,1.0,0.0,0.0,375.0,0.6
730,0.0,3.0,45.0,169.27272727272728,3.0,3.0,9.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,325.0,0.3333333333333333
747,0.0,3.0,13.0,22.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
748,0.0,3.0,161.0,190.84375,9.0,9.0,51.0,39.0,11.0,7.0,12.0,1.0,0.0,0.0,371.0,0.21568627450980393
760,0.0,3.0,13.0,18.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
766,0.0,3.0,83.0,240.82926829268294,6.0,6.0,25.0,9.0,14.0,1.0,2.0,1.0,0.0,0.0,348.0,0.56
774,0.0,3.0,49.0,169.1875,3.0,3.0,12.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,316.0,0.5
780,0.0,3.0,82.0,237.46913580246914,6.0,6.0,24.0,13.0,9.0,2.0,2.0,1.0,0.0,0.0,358.0,0.375
787,0.0,3.0,35.0,125.08823529411765,2.0,2.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,372.0,0.3333333333333333
791,0.0,3.0,13.0,17.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
798,0.0,3.0,44.0,100.46511627906976,2.0,2.0,11.0,4.0,6.0,1.0,2.0,1.0,0.0,0.0,362.0,0.5454545454545454
843,0.0,3.0,13.0,18.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
844,0.0,3.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
846,0.0,3.0,37.0,19.944444444444443,1.0,1.0,8.0,8.0,0.0,2.0,1.0,1.0,1.0,1.0,365.0,0.0
856,0.0,3.0,13.0,21.083333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
857,0.0,3.0,13.0,16.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
860,0.0,3.0,13.0,20.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
874,0.0,3.0,43.0,186.04761904761904,3.0,3.0,10.0,3.0,6.0,1.0,0.0,1.0,0.0,0.0,381.0,0.6
893,0.0,3.0,68.0,233.08955223880596,5.0,5.0,20.0,5.0,13.0,0.0,1.0,1.0,0.0,0.0,388.0,0.65
903,0.0,3.0,56.0,215.83636363636364,4.0,4.0,14.0,6.0,7.0,1.0,2.0,1.0,0.0,0.0,377.0,0.5
932,1.0,2.0,13.0,18.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
939,0.0,3.0,65.0,220.859375,5.0,5.0,18.0,9.0,7.0,1.0,1.0,1.0,0.0,0.0,381.0,0.3888888888888889
941,0.0,3.0,57.0,209.375,4.0,4.0,13.0,11.0,2.0,2.0,3.0,1.0,0.0,0.0,351.0,0.15384615384615385
942,0.0,3.0,49.0,168.14583333333334,3.0,3.0,13.0,4.0,7.0,0.0,2.0,1.0,0.0,0.0,443.0,0.5384615384615384
948,0.0,3.0,75.0,162.5810810810811,4.0,5.0,19.0,15.0,2.0,5.0,3.0,1.0,1.0,1.0,412.0,0.10526315789473684
951,0.0,3.0,13.0,17.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
957,0.0,3.0,60.0,133.61016949152543,3.0,3.0,15.0,15.0,0.0,2.0,4.0,1.0,1.0,1.0,377.0,0.0
968,0.0,3.0,93.0,138.20652173913044,4.0,6.0,27.0,9.0,18.0,1.0,4.0,1.0,0.0,0.0,389.0,0.6666666666666666
970,0.0,3.0,13.0,23.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
971,0.0,3.0,91.0,219.33333333333334,6.0,6.0,26.0,13.0,13.0,0.0,7.0,1.0,0.0,0.0,420.0,0.5
972,0.0,3.0,67.0,116.07575757575758,3.0,3.0,17.0,17.0,0.0,6.0,3.0,1.0,1.0,1.0,377.0,0.0
976,0.0,3.0,38.0,235.13513513513513,3.0,3.0,7.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,398.0,0.42857142857142855
987,1.0,2.0,13.0,18.083333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
991,0.0,3.0,98.0,188.4742268041237,6.0,6.0,26.0,24.0,1.0,8.0,6.0,1.0,1.0,1.0,371.0,0.038461538461538464
996,0.0,3.0,46.0,93.8,2.0,2.0,10.0,10.0,0.0,5.0,0.0,1.0,1.0,1.0,340.0,0.0
998,0.0,3.0,13.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
999,1.0,2.0,50.0,157.44897959183675,3.0,3.0,13.0,3.0,9.0,1.0,1.0,1.0,0.0,0.0,331.0,0.6923076923076923
1000,0.0,3.0,13.0,17.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1010,0.0,3.0,102.0,184.1089108910891,6.0,6.0,27.0,22.0,3.0,4.0,11.0,1.0,0.0,0.0,369.0,0.1111111111111111
1012,0.0,3.0,13.0,18.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1015,1.0,2.0,119.0,232.24576271186442,9.0,9.0,35.0,25.0,7.0,5.0,5.0,1.0,1.0,1.0,366.0,0.2
1016,0.0,3.0,34.0,137.93939393939394,2.0,2.0,6.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,401.0,0.5
1034,0.0,3.0,49.0,224.6875,4.0,4.0,13.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,393.0,0.38461538461538464
1036,0.0,3.0,58.0,139.42105263157896,3.0,3.0,14.0,11.0,3.0,4.0,2.0,1.0,1.0,1.0,385.0,0.21428571428571427
1038,0.0,3.0,90.0,289.314606741573,8.0,8.0,24.0,12.0,11.0,1.0,4.0,1.0,0.0,0.0,375.0,0.4583333333333333
1043,0.0,3.0,38.0,131.35135135135135,2.0,2.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,418.0,0.5555555555555556
1054,0.0,3.0,66.0,176.04615384615386,4.0,4.0,16.0,15.0,1.0,2.0,6.0,1.0,0.0,0.0,381.0,0.0625
1067,0.0,3.0,47.0,85.34782608695652,2.0,2.0,11.0,7.0,3.0,3.0,3.0,1.0,0.0,0.0,366.0,0.2727272727272727
1092,0.0,3.0,13.0,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1094,0.0,3.0,68.0,179.59701492537314,4.0,4.0,17.0,10.0,7.0,3.0,5.0,1.0,0.0,0.0,409.0,0.4117647058823529
1103,0.0,3.0,150.0,195.71140939597316,8.0,9.0,46.0,33.0,8.0,10.0,8.0,1.0,0.0,0.0,359.0,0.17391304347826086
1104,0.0,3.0,65.0,233.0,5.0,5.0,18.0,6.0,10.0,0.0,2.0,1.0,0.0,0.0,355.0,0.5555555555555556
1113,0.0,3.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1117,0.0,3.0,87.0,263.0232558139535,7.0,7.0,24.0,14.0,9.0,1.0,4.0,1.0,0.0,0.0,333.0,0.375
1119,0.0,3.0,60.0,128.64406779661016,3.0,3.0,16.0,15.0,0.0,4.0,1.0,1.0,1.0,1.0,359.0,0.0
1122,0.0,3.0,51.0,216.92,4.0,4.0,12.0,8.0,4.0,0.0,0.0,1.0,1.0,1.0,364.0,0.3333333333333333
1128,0.0,3.0,196.0,172.4102564102564,10.0,11.0,58.0,54.0,3.0,16.0,8.0,1.0,1.0,1.0,339.0,0.05172413793103448
1130,0.0,3.0,98.0,119.16494845360825,4.0,5.0,28.0,26.0,1.0,11.0,1.0,1.0,1.0,1.0,387.0,0.03571428571428571
1133,1.0,2.0,34.0,114.21212121212122,2.0,2.0,7.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,313.0,0.42857142857142855
1156,0.0,3.0,40.0,193.97435897435898,3.0,3.0,8.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,377.0,0.5
1159,0.0,3.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1161,0.0,3.0,13.0,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1179,0.0,3.0,13.0,17.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1200,0.0,3.0,31.0,122.4,2.0,2.0,5.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,367.0,0.4
1204,1.0,2.0,76.0,152.96,4.0,5.0,21.0,16.0,4.0,3.0,1.0,1.0,1.0,1.0,365.0,0.19047619047619047
1218,1.0,2.0,108.0,148.66355140186917,5.0,7.0,27.0,25.0,2.0,10.0,6.0,1.0,1.0,1.0,376.0,0.07407407407407407
1225,0.0,3.0,13.0,20.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1233,0.0,3.0,96.0,159.8842105263158,5.0,5.0,28.0,25.0,2.0,8.0,3.0,1.0,1.0,1.0,374.0,0.07142857142857142
1243,0.0,3.0,126.0,212.776,8.0,9.0,36.0,28.0,7.0,4.0,9.0,1.0,0.0,0.0,405.0,0.19444444444444445
1244,0.0,3.0,13.0,19.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1267,0.0,3.0,13.0,17.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1284,0.0,3.0,48.0,256.97872340425533,4.0,4.0,9.0,6.0,3.0,1.0,3.0,1.0,0.0,0.0,349.0,0.3333333333333333
1285,1.0,2.0,93.0,206.57608695652175,6.0,6.0,30.0,11.0,17.0,0.0,3.0,1.0,0.0,0.0,356.0,0.5666666666666667
1287,0.0,3.0,73.0,208.29166666666666,5.0,5.0,20.0,10.0,9.0,3.0,2.0,1.0,0.0,0.0,407.0,0.45
1303,0.0,3.0,13.0,18.583333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1307,0.0,3.0,26.0,141.72,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,366.0,0.5
1315,0.0,3.0,58.0,155.56140350877192,3.0,3.0,18.0,4.0,11.0,1.0,1.0,1.0,0.0,0.0,396.0,0.6111111111111112
1334,0.0,3.0,58.0,204.8421052631579,4.0,4.0,16.0,5.0,9.0,0.0,2.0,1.0,0.0,0.0,382.0,0.5625
1343,0.0,3.0,32.0,133.90322580645162,2.0,2.0,5.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,335.0,0.6
1372,0.0,3.0,55.0,98.83333333333333,2.0,2.0,14.0,11.0,2.0,1.0,4.0,1.0,0.0,0.0,401.0,0.14285714285714285
1375,0.0,3.0,52.0,141.5686274509804,3.0,3.0,13.0,6.0,7.0,1.0,2.0,1.0,0.0,0.0,346.0,0.5384615384615384
1391,0.0,3.0,13.0,19.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1399,0.0,3.0,38.0,124.4054054054054,2.0,2.0,8.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,397.0,0.375
1416,1.0,2.0,70.0,259.8550724637681,6.0,6.0,16.0,10.0,6.0,2.0,4.0,1.0,0.0,0.0,377.0,0.375
1417,0.0,3.0,68.0,112.01492537313433,3.0,3.0,18.0,15.0,3.0,4.0,1.0,1.0,1.0,1.0,364.0,0.16666666666666666
1429,0.0,3.0,35.0,123.23529411764706,2.0,2.0,7.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,374.0,0.42857142857142855
1432,1.0,2.0,62.0,190.13114754098362,4.0,4.0,17.0,6.0,11.0,0.0,2.0,1.0,0.0,0.0,388.0,0.6470588235294118
1437,0.0,3.0,38.0,119.51351351351352,2.0,2.0,7.0,5.0,2.0,0.0,4.0,1.0,0.0,0.0,372.0,0.2857142857142857
1440,0.0,3.0,49.0,97.45833333333333,2.0,2.0,12.0,11.0,1.0,4.0,1.0,1.0,0.0,0.0,349.0,0.08333333333333333
1471,0.0,3.0,66.0,226.06153846153848,5.0,5.0,18.0,8.0,7.0,1.0,3.0,1.0,0.0,0.0,372.0,0.3888888888888889
1478,0.0,3.0,100.0,148.3838383838384,5.0,6.0,27.0,26.0,1.0,10.0,2.0,1.0,1.0,1.0,357.0,0.037037037037037035
1483,1.0,2.0,49.0,236.5625,4.0,4.0,10.0,7.0,2.0,3.0,1.0,1.0,0.0,0.0,358.0,0.2
1491,0.0,3.0,13.0,16.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1499,0.0,3.0,13.0,22.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1501,0.0,3.0,63.0,208.61290322580646,4.0,4.0,18.0,6.0,11.0,2.0,0.0,1.0,0.0,0.0,372.0,0.6111111111111112
1527,0.0,3.0,61.0,255.65,5.0,5.0,16.0,5.0,8.0,1.0,2.0,1.0,0.0,0.0,365.0,0.5
1537,0.0,3.0,63.0,233.19354838709677,5.0,5.0,16.0,6.0,8.0,0.0,4.0,1.0,0.0,0.0,329.0,0.5
1561,0.0,3.0,13.0,19.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
