user_id,onboarding_skips,quiz_answers,total_events,avg_event_interval_sec,chat_opens,chat_views,messages_sent,messages_received,answer_errors,likes,dislikes,successful_purchase,model_changes,time_to_first_message_sec,error_rate,is_churned,goals_creative,goals_professional,goals_personal_dev,goals_social_entertain,assist_detailed,assist_concise,interest_creative_arts,interest_practical,interest_outdoor,interest_intellectual,interest_business_tech,interest_lifestyle
155,0.0,3.0,81.0,246.5375,6.0,6.0,24.0,8.0,14.0,2.0,1.0,1.0,0.0,356.0,0.1728395061728395,1.0,0,1,0,1,1,0,1,1,0,1,0,0
159,0.0,3.0,103.0,207.26470588235293,7.0,7.0,29.0,21.0,8.0,6.0,3.0,1.0,1.0,353.0,0.0776699029126213,1.0,0,1,0,1,1,0,1,0,0,1,0,1
162,0.0,3.0,87.0,217.88372093023256,6.0,6.0,24.0,8.0,15.0,0.0,5.0,1.0,0.0,403.0,0.1724137931034483,1.0,1,1,0,0,1,0,1,0,1,0,0,1
166,0.0,3.0,30.0,153.13793103448276,2.0,2.0,5.0,2.0,2.0,1.0,0.0,1.0,0.0,332.0,0.0666666666666666,1.0,1,1,1,0,1,0,0,0,0,1,0,0
172,0.0,3.0,45.0,155.13636363636363,3.0,3.0,9.0,6.0,3.0,2.0,1.0,1.0,1.0,386.0,0.0666666666666666,1.0,0,1,0,1,1,0,0,1,1,0,0,0
177,0.0,3.0,36.0,207.17142857142855,3.0,3.0,6.0,4.0,2.0,0.0,0.0,1.0,1.0,397.0,0.0555555555555555,1.0,1,1,0,0,1,0,1,1,1,0,0,0
180,0.0,3.0,70.0,162.8840579710145,4.0,4.0,20.0,9.0,11.0,3.0,0.0,1.0,1.0,378.0,0.1571428571428571,1.0,1,1,0,0,1,0,0,1,0,0,0,0
184,0.0,3.0,58.0,191.01754385964912,4.0,4.0,14.0,11.0,2.0,4.0,0.0,1.0,1.0,354.0,0.0344827586206896,1.0,1,1,0,1,1,0,1,0,0,0,0,1
193,0.0,3.0,52.0,179.66666666666666,3.0,3.0,14.0,6.0,6.0,2.0,1.0,1.0,0.0,321.0,0.1153846153846153,1.0,0,1,1,1,1,0,1,0,0,0,0,0
205,0.0,3.0,26.0,27.68,1.0,1.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,375.0,0.0769230769230769,1.0,0,1,0,1,1,0,0,1,0,1,0,1
214,0.0,3.0,55.0,143.03703703703704,3.0,3.0,14.0,8.0,6.0,3.0,0.0,1.0,1.0,377.0,0.109090909090909,1.0,1,1,1,0,1,0,1,0,1,0,0,1
220,0.0,3.0,97.0,199.125,6.0,6.0,28.0,19.0,9.0,2.0,3.0,1.0,1.0,413.0,0.0927835051546391,1.0,1,1,1,0,1,0,1,0,0,0,0,0
224,0.0,3.0,45.0,252.29545454545453,4.0,4.0,10.0,4.0,4.0,1.0,0.0,1.0,0.0,324.0,0.0888888888888888,1.0,0,1,0,1,1,0,1,1,0,1,0,0
226,0.0,3.0,67.0,162.45454545454547,4.0,4.0,17.0,14.0,3.0,4.0,2.0,1.0,1.0,345.0,0.044776119402985,1.0,1,1,0,1,1,0,1,0,0,0,0,1
227,0.0,3.0,33.0,121.71875,2.0,2.0,6.0,4.0,2.0,0.0,1.0,1.0,0.0,353.0,0.0606060606060606,1.0,1,1,0,0,1,0,1,0,0,0,0,0
230,0.0,3.0,46.0,231.13333333333333,4.0,4.0,10.0,6.0,2.0,1.0,0.0,1.0,1.0,371.0,0.0434782608695652,1.0,1,1,0,1,1,0,0,0,1,0,0,0
236,0.0,3.0,67.0,219.0,5.0,5.0,18.0,8.0,8.0,0.0,4.0,1.0,0.0,375.0,0.1194029850746268,1.0,1,1,1,0,1,0,1,1,0,1,0,0
239,0.0,3.0,74.0,170.53424657534248,4.0,4.0,21.0,13.0,8.0,3.0,2.0,1.0,1.0,372.0,0.1081081081081081,1.0,0,1,1,1,1,0,0,0,1,1,0,0
240,0.0,3.0,61.0,260.4166666666667,5.0,5.0,16.0,7.0,8.0,0.0,0.0,1.0,1.0,367.0,0.1311475409836065,1.0,1,1,0,0,1,0,0,0,1,0,0,0
242,0.0,3.0,89.0,247.0909090909091,7.0,7.0,25.0,13.0,10.0,2.0,4.0,1.0,0.0,352.0,0.1123595505617977,1.0,1,1,0,0,1,0,1,0,0,0,0,1
243,0.0,3.0,51.0,162.46,3.0,3.0,12.0,8.0,4.0,3.0,0.0,1.0,1.0,353.0,0.0784313725490196,1.0,0,1,0,1,1,0,0,1,0,1,0,0
246,0.0,3.0,75.0,161.33783783783784,4.0,5.0,18.0,8.0,10.0,2.0,4.0,1.0,0.0,418.0,0.1333333333333333,1.0,0,1,1,1,1,0,1,1,0,1,0,1
248,0.0,3.0,53.0,217.92307692307693,4.0,4.0,13.0,9.0,2.0,0.0,3.0,1.0,0.0,376.0,0.0377358490566037,1.0,0,1,1,1,1,0,1,1,0,1,0,0
250,0.0,3.0,61.0,239.5,5.0,5.0,14.0,8.0,5.0,2.0,3.0,1.0,0.0,398.0,0.081967213114754,1.0,1,1,0,0,1,0,1,0,0,0,0,1
253,0.0,3.0,81.0,196.0375,5.0,5.0,25.0,14.0,10.0,1.0,1.0,1.0,1.0,324.0,0.1234567901234567,1.0,0,1,1,0,1,0,1,0,1,1,0,0
257,0.0,3.0,82.0,203.0617283950617,5.0,5.0,23.0,13.0,10.0,2.0,1.0,1.0,1.0,352.0,0.1219512195121951,1.0,1,1,1,0,1,0,1,0,0,0,0,0
259,0.0,3.0,88.0,292.1954022988506,8.0,8.0,25.0,11.0,10.0,2.0,2.0,1.0,0.0,381.0,0.1136363636363636,1.0,0,1,1,0,1,0,0,1,0,0,0,0
262,0.0,3.0,58.0,205.68421052631575,4.0,4.0,13.0,7.0,6.0,3.0,3.0,1.0,0.0,428.0,0.1034482758620689,1.0,1,1,0,0,1,0,1,0,1,0,0,1
263,0.0,3.0,70.0,207.2463768115942,5.0,5.0,17.0,12.0,5.0,5.0,1.0,1.0,1.0,328.0,0.0714285714285714,1.0,0,1,0,1,1,0,0,0,0,1,0,0
273,0.0,3.0,73.0,191.29166666666663,5.0,5.0,19.0,9.0,10.0,3.0,2.0,1.0,1.0,328.0,0.136986301369863,1.0,0,1,1,0,1,0,1,0,1,0,0,0
282,0.0,3.0,72.0,211.35211267605635,5.0,5.0,19.0,14.0,5.0,4.0,0.0,1.0,1.0,368.0,0.0694444444444444,1.0,1,1,0,0,1,0,0,1,0,1,0,0
290,0.0,3.0,87.0,305.98837209302326,8.0,8.0,22.0,12.0,10.0,1.0,4.0,1.0,0.0,377.0,0.1149425287356321,1.0,1,1,0,1,1,0,1,0,1,1,0,0
293,0.0,3.0,73.0,199.84722222222223,5.0,5.0,21.0,7.0,12.0,0.0,4.0,1.0,0.0,327.0,0.1643835616438356,1.0,1,1,0,0,1,0,0,1,1,0,0,1
294,0.0,3.0,120.0,205.9243697478992,7.0,9.0,34.0,14.0,17.0,3.0,3.0,1.0,0.0,359.0,0.1416666666666666,1.0,1,1,0,0,1,0,1,0,0,1,0,1
296,0.0,3.0,59.0,201.3275862068965,4.0,4.0,15.0,7.0,7.0,3.0,0.0,1.0,1.0,380.0,0.1186440677966101,1.0,1,1,1,0,1,0,0,0,1,1,0,1
302,0.0,3.0,59.0,210.98275862068965,4.0,4.0,15.0,7.0,8.0,1.0,2.0,1.0,0.0,407.0,0.135593220338983,1.0,1,1,0,1,1,0,0,1,1,1,0,1
303,0.0,3.0,43.0,240.64285714285717,4.0,4.0,8.0,3.0,4.0,0.0,2.0,1.0,0.0,344.0,0.0930232558139534,1.0,1,1,0,0,1,0,1,0,0,0,0,0
305,0.0,3.0,66.0,166.33846153846153,4.0,4.0,16.0,11.0,5.0,3.0,4.0,1.0,1.0,387.0,0.0757575757575757,1.0,0,1,0,1,1,0,1,1,0,1,0,1
312,0.0,3.0,65.0,230.3125,5.0,5.0,15.0,9.0,6.0,3.0,2.0,1.0,1.0,346.0,0.0923076923076923,1.0,0,1,1,0,1,0,1,0,0,1,0,1
315,0.0,3.0,57.0,196.8392857142857,4.0,4.0,15.0,6.0,8.0,1.0,1.0,1.0,0.0,362.0,0.1403508771929824,1.0,0,1,0,1,1,0,0,0,0,1,0,1
321,0.0,3.0,47.0,189.32608695652172,3.0,3.0,12.0,3.0,8.0,0.0,1.0,1.0,0.0,336.0,0.1702127659574468,1.0,0,1,0,1,1,0,1,0,0,0,0,0
322,0.0,3.0,65.0,161.859375,4.0,4.0,17.0,10.0,7.0,4.0,0.0,1.0,1.0,402.0,0.1076923076923077,1.0,1,1,1,0,1,0,0,0,1,1,0,0
325,0.0,3.0,46.0,97.31111111111112,2.0,2.0,12.0,6.0,6.0,1.0,0.0,1.0,1.0,355.0,0.1304347826086956,1.0,1,1,1,0,1,0,1,0,0,0,0,0
328,0.0,3.0,78.0,159.02597402597402,4.0,4.0,22.0,13.0,9.0,6.0,2.0,1.0,0.0,361.0,0.1153846153846153,1.0,1,1,0,0,1,0,1,0,0,1,0,0
331,0.0,3.0,45.0,170.63636363636363,3.0,3.0,10.0,7.0,3.0,0.0,1.0,1.0,1.0,362.0,0.0666666666666666,1.0,1,1,0,1,1,0,0,1,1,0,0,1
333,0.0,3.0,70.0,206.8695652173913,5.0,5.0,17.0,10.0,7.0,1.0,6.0,1.0,0.0,393.0,0.1,1.0,0,1,1,0,1,0,1,1,0,1,0,0
336,0.0,3.0,42.0,101.90243902439023,2.0,2.0,11.0,2.0,8.0,1.0,0.0,1.0,0.0,335.0,0.1904761904761904,1.0,0,1,1,1,1,0,1,1,0,0,0,0
337,0.0,3.0,65.0,167.171875,4.0,4.0,18.0,7.0,11.0,2.0,1.0,1.0,0.0,369.0,0.1692307692307692,1.0,1,1,1,0,1,0,1,1,0,0,0,0
340,0.0,3.0,54.0,228.0188679245283,4.0,4.0,14.0,6.0,6.0,1.0,1.0,1.0,0.0,374.0,0.1111111111111111,1.0,1,1,0,0,1,0,0,0,1,1,0,0
342,0.0,3.0,46.0,179.4,3.0,3.0,11.0,5.0,6.0,0.0,1.0,1.0,0.0,321.0,0.1304347826086956,1.0,1,1,0,0,1,0,1,0,0,0,0,1
343,0.0,3.0,77.0,205.06578947368425,5.0,5.0,22.0,8.0,14.0,1.0,3.0,1.0,0.0,358.0,0.1818181818181818,1.0,1,1,1,0,1,0,0,1,0,1,0,0
344,0.0,3.0,58.0,201.4561403508772,4.0,4.0,15.0,7.0,6.0,4.0,0.0,1.0,0.0,370.0,0.1034482758620689,1.0,1,1,0,0,1,0,0,0,0,0,0,1
346,0.0,3.0,52.0,167.0,3.0,3.0,13.0,7.0,6.0,3.0,0.0,1.0,0.0,360.0,0.1153846153846153,1.0,0,1,0,1,1,0,1,0,0,0,0,1
352,0.0,3.0,55.0,215.3703703703704,4.0,4.0,14.0,4.0,9.0,1.0,1.0,1.0,0.0,373.0,0.1636363636363636,1.0,1,1,1,0,1,0,1,1,0,0,0,1
355,0.0,3.0,54.0,205.83018867924528,4.0,4.0,13.0,6.0,6.0,2.0,0.0,1.0,1.0,370.0,0.1111111111111111,1.0,1,1,1,0,1,0,1,0,1,1,0,0
362,0.0,3.0,64.0,182.6031746031746,4.0,4.0,19.0,5.0,12.0,2.0,0.0,1.0,0.0,401.0,0.1875,1.0,0,1,1,1,1,0,0,1,0,1,0,0
364,0.0,3.0,76.0,244.24,6.0,6.0,21.0,15.0,6.0,1.0,0.0,1.0,1.0,417.0,0.0789473684210526,1.0,1,1,1,0,1,0,0,1,1,1,0,1
365,0.0,3.0,55.0,204.5185185185185,4.0,4.0,14.0,7.0,5.0,0.0,3.0,1.0,0.0,351.0,0.0909090909090909,1.0,0,1,0,1,1,0,1,0,1,0,0,1
366,0.0,3.0,52.0,155.45098039215685,3.0,3.0,13.0,6.0,6.0,2.0,1.0,1.0,1.0,358.0,0.1153846153846153,1.0,1,1,0,0,1,0,0,0,1,0,0,0
371,0.0,3.0,99.0,188.3877551020408,6.0,7.0,29.0,13.0,13.0,5.0,3.0,1.0,0.0,396.0,0.1313131313131313,1.0,1,1,0,0,1,0,1,1,0,0,0,0
372,0.0,3.0,59.0,138.08620689655172,3.0,3.0,17.0,4.0,12.0,1.0,2.0,1.0,0.0,352.0,0.2033898305084746,1.0,1,1,0,0,1,0,1,0,1,0,0,0
373,0.0,3.0,35.0,126.05882352941175,2.0,2.0,7.0,4.0,3.0,0.0,0.0,1.0,1.0,389.0,0.0857142857142857,1.0,1,1,1,0,1,0,0,0,0,0,0,1
375,0.0,3.0,44.0,110.6046511627907,2.0,2.0,11.0,4.0,6.0,0.0,3.0,1.0,0.0,380.0,0.1363636363636363,1.0,0,1,0,1,1,0,0,0,0,1,0,1
379,0.0,3.0,62.0,196.40983606557376,4.0,4.0,17.0,6.0,10.0,0.0,3.0,1.0,0.0,418.0,0.1612903225806451,1.0,1,1,1,0,1,0,1,0,0,1,0,0
392,0.0,3.0,53.0,227.75,4.0,4.0,12.0,7.0,5.0,1.0,2.0,1.0,0.0,345.0,0.0943396226415094,1.0,0,1,0,1,1,0,1,1,0,1,0,0
400,0.0,3.0,70.0,212.1159420289855,5.0,5.0,17.0,14.0,3.0,5.0,1.0,1.0,1.0,340.0,0.0428571428571428,1.0,1,1,1,0,1,0,0,0,0,0,0,1
402,0.0,3.0,86.0,185.3294117647059,5.0,5.0,24.0,16.0,8.0,5.0,3.0,1.0,1.0,347.0,0.0930232558139534,1.0,1,1,1,0,1,0,0,0,1,1,0,1
403,0.0,3.0,68.0,270.7313432835821,6.0,6.0,16.0,10.0,6.0,1.0,2.0,1.0,1.0,377.0,0.088235294117647,1.0,1,1,0,1,1,0,1,0,0,0,0,0
407,0.0,3.0,82.0,228.7530864197531,6.0,6.0,22.0,12.0,9.0,2.0,4.0,1.0,1.0,383.0,0.1097560975609756,1.0,1,1,1,0,1,0,1,0,1,1,0,0
408,0.0,3.0,76.0,266.36,6.0,6.0,21.0,8.0,9.0,3.0,3.0,1.0,0.0,386.0,0.1184210526315789,1.0,0,1,1,0,1,0,1,0,0,1,0,0
421,0.0,3.0,39.0,131.05263157894737,2.0,2.0,9.0,3.0,5.0,1.0,1.0,1.0,0.0,396.0,0.1282051282051282,1.0,0,1,1,1,1,0,1,0,0,1,0,1
423,0.0,3.0,98.0,242.02061855670104,7.0,7.0,30.0,11.0,17.0,1.0,4.0,1.0,0.0,359.0,0.173469387755102,1.0,0,1,1,0,1,0,1,1,0,0,0,1
431,0.0,3.0,35.0,111.88235294117646,2.0,2.0,7.0,3.0,3.0,2.0,0.0,1.0,0.0,333.0,0.0857142857142857,1.0,1,1,0,0,1,0,1,0,0,1,0,1
433,0.0,3.0,134.0,277.6466165413534,11.0,11.0,39.0,23.0,15.0,5.0,4.0,1.0,1.0,383.0,0.1119402985074626,1.0,0,1,1,0,1,0,1,0,0,0,0,1
434,0.0,3.0,61.0,190.9,4.0,4.0,16.0,6.0,9.0,2.0,1.0,1.0,1.0,390.0,0.1475409836065573,1.0,1,1,1,0,1,0,1,1,0,1,0,1
437,0.0,3.0,61.0,198.75,4.0,4.0,16.0,7.0,8.0,0.0,4.0,1.0,0.0,418.0,0.1311475409836065,1.0,1,1,0,1,1,0,0,0,1,1,0,1
439,0.0,3.0,63.0,202.53225806451613,4.0,4.0,18.0,5.0,12.0,2.0,0.0,1.0,0.0,329.0,0.1904761904761904,1.0,1,1,0,0,1,0,0,1,0,0,0,0
441,0.0,3.0,74.0,218.67123287671237,5.0,5.0,21.0,8.0,13.0,3.0,0.0,1.0,0.0,386.0,0.1756756756756756,1.0,0,1,1,0,1,0,0,0,0,0,0,1
442,0.0,3.0,48.0,175.25531914893617,3.0,3.0,12.0,7.0,5.0,1.0,0.0,1.0,0.0,318.0,0.1041666666666666,1.0,0,1,1,1,1,0,1,1,1,0,0,1
448,0.0,3.0,70.0,210.28985507246375,5.0,5.0,20.0,5.0,13.0,0.0,3.0,1.0,0.0,359.0,0.1857142857142857,1.0,1,1,0,0,1,0,0,0,0,0,0,1
454,0.0,3.0,44.0,182.95348837209303,3.0,3.0,10.0,4.0,6.0,0.0,1.0,1.0,0.0,371.0,0.1363636363636363,1.0,1,1,0,0,1,0,0,0,0,1,0,0
459,0.0,3.0,45.0,191.0,3.0,3.0,11.0,5.0,4.0,2.0,0.0,1.0,0.0,392.0,0.0888888888888888,1.0,1,1,0,0,1,0,1,1,0,0,0,1
461,0.0,3.0,48.0,235.04255319148936,4.0,4.0,10.0,4.0,6.0,0.0,2.0,1.0,0.0,293.0,0.125,1.0,1,1,0,1,1,0,0,0,1,0,0,1
463,0.0,3.0,45.0,167.13636363636363,3.0,3.0,11.0,5.0,6.0,0.0,0.0,1.0,0.0,382.0,0.1333333333333333,1.0,1,1,0,0,1,0,1,1,0,0,0,1
466,0.0,3.0,41.0,205.85,3.0,3.0,8.0,6.0,2.0,2.0,0.0,1.0,0.0,374.0,0.048780487804878,1.0,1,1,0,0,1,0,1,1,1,0,0,0
472,0.0,3.0,95.0,206.09574468085103,6.0,6.0,28.0,18.0,9.0,3.0,4.0,1.0,1.0,368.0,0.0947368421052631,1.0,1,1,0,1,1,0,1,0,0,1,0,1
473,0.0,3.0,70.0,190.5217391304348,4.0,4.0,20.0,8.0,12.0,3.0,1.0,1.0,0.0,375.0,0.1714285714285714,1.0,1,1,0,0,1,0,1,1,0,1,0,0
478,0.0,3.0,49.0,231.875,4.0,4.0,11.0,4.0,6.0,1.0,1.0,1.0,0.0,389.0,0.1224489795918367,1.0,0,1,1,0,1,0,1,1,1,0,0,1
480,0.0,3.0,56.0,185.5818181818182,4.0,4.0,13.0,7.0,5.0,2.0,3.0,1.0,0.0,378.0,0.0892857142857142,1.0,1,1,1,0,1,0,1,0,1,0,0,0
482,0.0,3.0,80.0,182.67088607594937,5.0,5.0,22.0,12.0,10.0,3.0,3.0,1.0,1.0,378.0,0.125,1.0,1,1,0,1,1,0,1,0,0,1,0,1
484,0.0,3.0,52.0,229.9607843137255,4.0,4.0,11.0,7.0,3.0,2.0,2.0,1.0,1.0,351.0,0.0576923076923076,1.0,1,1,0,0,1,0,0,0,0,0,0,1
486,0.0,3.0,50.0,171.9387755102041,3.0,3.0,13.0,6.0,7.0,0.0,1.0,1.0,0.0,350.0,0.14,1.0,1,1,0,0,1,0,1,1,1,0,0,1
491,0.0,3.0,90.0,203.68539325842696,6.0,7.0,25.0,12.0,11.0,0.0,6.0,1.0,0.0,376.0,0.1222222222222222,1.0,1,1,0,0,1,0,1,1,1,1,0,0
492,0.0,3.0,68.0,134.9402985074627,3.0,3.0,22.0,5.0,15.0,0.0,3.0,1.0,0.0,364.0,0.2205882352941176,1.0,1,1,0,1,1,0,0,1,1,1,0,0
493,0.0,3.0,81.0,213.4,6.0,6.0,22.0,16.0,6.0,3.0,1.0,1.0,1.0,364.0,0.074074074074074,1.0,1,1,0,0,1,0,1,1,0,1,0,1
495,0.0,3.0,59.0,214.8793103448276,4.0,4.0,15.0,7.0,7.0,0.0,4.0,1.0,0.0,326.0,0.1186440677966101,1.0,1,1,1,0,1,0,1,0,0,1,0,0
497,0.0,3.0,44.0,176.41860465116278,3.0,3.0,8.0,8.0,0.0,1.0,3.0,1.0,1.0,338.0,0.0,1.0,0,1,1,0,1,0,0,0,0,0,0,1
500,0.0,3.0,53.0,203.48076923076923,4.0,4.0,12.0,7.0,5.0,1.0,1.0,1.0,1.0,451.0,0.0943396226415094,1.0,1,1,0,0,1,0,1,1,1,1,0,0
512,0.0,3.0,72.0,217.09859154929575,5.0,5.0,22.0,6.0,13.0,0.0,2.0,1.0,0.0,351.0,0.1805555555555555,1.0,0,1,1,1,1,0,1,1,1,0,0,1
515,0.0,3.0,56.0,208.9090909090909,4.0,4.0,15.0,4.0,9.0,0.0,2.0,1.0,0.0,418.0,0.1607142857142857,1.0,0,1,1,0,1,0,0,0,0,1,0,0
518,0.0,3.0,64.0,177.96825396825398,4.0,4.0,16.0,8.0,8.0,2.0,4.0,1.0,0.0,388.0,0.125,1.0,1,1,0,1,1,0,1,1,1,1,0,0
519,0.0,3.0,62.0,192.85245901639345,4.0,4.0,17.0,7.0,9.0,0.0,3.0,1.0,0.0,387.0,0.1451612903225806,1.0,1,1,0,0,1,0,1,0,1,0,0,1
527,0.0,3.0,33.0,105.375,2.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,377.0,0.0303030303030303,1.0,0,1,1,0,1,0,1,0,0,0,0,0
546,0.0,3.0,60.0,189.89830508474577,4.0,4.0,16.0,9.0,7.0,1.0,1.0,1.0,0.0,420.0,0.1166666666666666,1.0,0,1,1,0,1,0,0,1,0,0,0,0
549,0.0,3.0,66.0,240.84615384615384,5.0,5.0,18.0,6.0,9.0,2.0,2.0,1.0,0.0,335.0,0.1363636363636363,1.0,0,1,1,1,1,0,1,1,0,0,0,1
550,0.0,3.0,71.0,199.4142857142857,5.0,5.0,19.0,13.0,5.0,2.0,2.0,1.0,1.0,379.0,0.0704225352112676,1.0,1,1,0,1,1,0,0,0,1,0,0,0
554,0.0,3.0,46.0,170.9777777777778,3.0,3.0,10.0,6.0,4.0,1.0,2.0,1.0,0.0,338.0,0.0869565217391304,1.0,0,1,1,0,1,0,0,1,1,1,0,1
558,0.0,3.0,90.0,202.64044943820224,6.0,6.0,27.0,15.0,10.0,1.0,5.0,1.0,0.0,387.0,0.1111111111111111,1.0,0,1,1,1,1,0,0,0,0,1,0,1
561,0.0,3.0,41.0,189.975,3.0,3.0,9.0,5.0,2.0,0.0,2.0,1.0,0.0,411.0,0.048780487804878,1.0,1,1,0,0,1,0,1,0,0,0,0,1
