user_id,onboarding_skips,quiz_answers,total_events,avg_event_interval_sec,chat_opens,chat_views,messages_sent,messages_received,answer_errors,likes,dislikes,successful_purchase,model_changes,time_to_first_message_sec,error_rate,is_churned
108,0.0,3.0,13.0,20.583333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
109,1.0,2.0,24.0,26.17391304347826,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,376.0,0.0,0.0
110,1.0,2.0,46.0,244.26666666666668,4.0,4.0,9.0,8.0,1.0,1.0,0.0,1.0,1.0,389.0,0.021739130434782608,1.0
112,1.0,2.0,91.0,294.9555555555556,8.0,8.0,24.0,18.0,6.0,1.0,3.0,1.0,1.0,330.0,0.06593406593406594,1.0
113,0.0,3.0,61.0,178.41666666666666,4.0,5.0,15.0,5.0,7.0,1.0,3.0,1.0,0.0,362.0,0.11475409836065574,1.0
114,1.0,2.0,13.0,21.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
115,0.0,3.0,13.0,16.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
116,0.0,3.0,40.0,201.23076923076923,3.0,3.0,9.0,2.0,5.0,0.0,1.0,1.0,0.0,359.0,0.125,1.0
117,0.0,3.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
119,0.0,3.0,13.0,18.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
120,0.0,3.0,38.0,121.89189189189189,2.0,2.0,9.0,4.0,5.0,0.0,0.0,1.0,0.0,376.0,0.13157894736842105,1.0
121,0.0,3.0,13.0,20.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
122,0.0,3.0,76.0,216.70666666666668,5.0,5.0,22.0,8.0,13.0,0.0,4.0,1.0,0.0,368.0,0.17105263157894737,1.0
123,0.0,3.0,79.0,148.9102564102564,4.0,4.0,20.0,19.0,0.0,13.0,0.0,1.0,1.0,407.0,0.0,0.0
124,1.0,2.0,106.0,188.24761904761905,6.0,6.0,31.0,24.0,6.0,2.0,11.0,1.0,0.0,391.0,0.05660377358490566,0.0
126,0.0,3.0,57.0,145.69642857142858,3.0,3.0,14.0,11.0,2.0,3.0,4.0,1.0,0.0,405.0,0.03508771929824561,0.0
127,0.0,3.0,90.0,201.1573033707865,6.0,6.0,27.0,12.0,14.0,3.0,1.0,1.0,1.0,328.0,0.15555555555555556,1.0
128,0.0,3.0,13.0,18.583333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
129,0.0,3.0,55.0,204.62962962962962,4.0,4.0,14.0,5.0,8.0,0.0,1.0,1.0,1.0,372.0,0.14545454545454545,1.0
131,0.0,3.0,60.0,216.42372881355934,4.0,4.0,17.0,6.0,10.0,0.0,1.0,1.0,0.0,353.0,0.16666666666666666,1.0
132,0.0,3.0,13.0,18.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
133,0.0,3.0,70.0,244.71014492753622,6.0,6.0,18.0,8.0,10.0,1.0,1.0,1.0,0.0,361.0,0.14285714285714285,1.0
134,0.0,3.0,74.0,174.13698630136986,4.0,5.0,19.0,15.0,2.0,5.0,2.0,1.0,1.0,383.0,0.02702702702702703,0.0
135,0.0,3.0,13.0,23.083333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
136,0.0,3.0,13.0,17.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
137,0.0,3.0,93.0,181.0,5.0,5.0,32.0,9.0,21.0,0.0,2.0,1.0,0.0,410.0,0.22580645161290322,1.0
138,0.0,3.0,110.0,143.8256880733945,5.0,5.0,34.0,31.0,2.0,12.0,1.0,1.0,1.0,391.0,0.01818181818181818,0.0
139,0.0,3.0,13.0,20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
140,0.0,3.0,34.0,135.0,2.0,2.0,6.0,4.0,1.0,0.0,3.0,1.0,0.0,361.0,0.029411764705882353,0.0
141,0.0,3.0,81.0,276.2375,7.0,7.0,22.0,10.0,9.0,0.0,2.0,1.0,0.0,355.0,0.1111111111111111,1.0
142,0.0,3.0,13.0,20.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
143,1.0,2.0,71.0,211.78571428571428,5.0,6.0,17.0,10.0,7.0,2.0,2.0,1.0,0.0,335.0,0.09859154929577464,1.0
144,1.0,2.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
145,0.0,3.0,49.0,162.9375,3.0,3.0,13.0,5.0,7.0,1.0,0.0,1.0,0.0,366.0,0.14285714285714285,1.0
147,1.0,2.0,38.0,114.13513513513513,2.0,2.0,9.0,2.0,6.0,1.0,0.0,1.0,0.0,357.0,0.15789473684210525,1.0
148,0.0,3.0,59.0,132.43103448275863,3.0,3.0,15.0,12.0,3.0,5.0,0.0,1.0,1.0,398.0,0.05084745762711865,0.0
149,0.0,3.0,69.0,225.30882352941177,5.0,5.0,17.0,16.0,1.0,4.0,1.0,1.0,1.0,425.0,0.014492753623188406,0.0
150,0.0,3.0,61.0,130.81666666666666,3.0,3.0,16.0,14.0,1.0,4.0,2.0,1.0,1.0,380.0,0.01639344262295082,0.0
151,0.0,3.0,13.0,22.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
152,0.0,3.0,69.0,267.05882352941177,6.0,6.0,19.0,9.0,7.0,1.0,1.0,1.0,0.0,380.0,0.10144927536231885,1.0
153,0.0,3.0,13.0,18.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
154,0.0,3.0,27.0,144.30769230769232,2.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,349.0,0.037037037037037035,1.0
155,0.0,3.0,81.0,246.5375,6.0,6.0,24.0,8.0,14.0,2.0,1.0,1.0,0.0,356.0,0.1728395061728395,1.0
156,2.0,1.0,13.0,20.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
157,0.0,3.0,75.0,109.1891891891892,3.0,4.0,17.0,16.0,0.0,9.0,2.0,1.0,1.0,388.0,0.0,0.0
159,0.0,3.0,103.0,207.26470588235293,7.0,7.0,29.0,21.0,8.0,6.0,3.0,1.0,1.0,353.0,0.07766990291262135,1.0
160,0.0,3.0,13.0,20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
161,0.0,3.0,13.0,18.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
162,0.0,3.0,87.0,217.88372093023256,6.0,6.0,24.0,8.0,15.0,0.0,5.0,1.0,0.0,403.0,0.1724137931034483,1.0
163,0.0,3.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
164,0.0,3.0,27.0,28.73076923076923,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,392.0,0.037037037037037035,0.0
165,1.0,2.0,55.0,297.24074074074076,5.0,5.0,12.0,7.0,4.0,2.0,1.0,1.0,0.0,384.0,0.07272727272727272,1.0
166,0.0,3.0,30.0,153.13793103448276,2.0,2.0,5.0,2.0,2.0,1.0,0.0,1.0,0.0,332.0,0.06666666666666667,1.0
167,0.0,3.0,52.0,79.27450980392157,2.0,2.0,12.0,12.0,0.0,3.0,1.0,1.0,1.0,328.0,0.0,0.0
168,0.0,3.0,50.0,229.18367346938774,4.0,4.0,11.0,4.0,6.0,1.0,2.0,1.0,0.0,387.0,0.12,1.0
169,0.0,3.0,104.0,164.25242718446603,5.0,6.0,29.0,11.0,18.0,3.0,4.0,1.0,0.0,380.0,0.17307692307692307,1.0
170,0.0,3.0,25.0,26.041666666666668,1.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,394.0,0.0,0.0
171,0.0,3.0,85.0,147.58333333333334,4.0,4.0,24.0,21.0,3.0,8.0,2.0,1.0,1.0,399.0,0.03529411764705882,0.0
172,0.0,3.0,45.0,155.13636363636363,3.0,3.0,9.0,6.0,3.0,2.0,1.0,1.0,1.0,386.0,0.06666666666666667,1.0
173,0.0,3.0,13.0,17.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
174,0.0,3.0,100.0,220.77777777777777,7.0,7.0,27.0,24.0,1.0,10.0,2.0,1.0,1.0,383.0,0.01,0.0
176,0.0,3.0,51.0,93.34,2.0,2.0,13.0,8.0,4.0,1.0,5.0,1.0,0.0,372.0,0.0784313725490196,1.0
177,0.0,3.0,36.0,207.17142857142858,3.0,3.0,6.0,4.0,2.0,0.0,0.0,1.0,1.0,397.0,0.05555555555555555,1.0
178,0.0,3.0,13.0,15.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
179,0.0,3.0,13.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
180,0.0,3.0,70.0,162.8840579710145,4.0,4.0,20.0,9.0,11.0,3.0,0.0,1.0,1.0,378.0,0.15714285714285714,1.0
181,0.0,3.0,13.0,18.083333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
182,0.0,3.0,48.0,105.19148936170212,2.0,2.0,12.0,5.0,7.0,3.0,1.0,1.0,0.0,335.0,0.14583333333333334,1.0
183,0.0,3.0,74.0,197.21917808219177,5.0,5.0,18.0,16.0,2.0,4.0,3.0,1.0,0.0,410.0,0.02702702702702703,0.0
184,0.0,3.0,58.0,191.01754385964912,4.0,4.0,14.0,11.0,2.0,4.0,0.0,1.0,1.0,354.0,0.034482758620689655,1.0
185,0.0,3.0,13.0,20.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
186,0.0,3.0,56.0,97.89090909090909,2.0,3.0,13.0,11.0,2.0,3.0,3.0,1.0,0.0,349.0,0.03571428571428571,0.0
187,1.0,2.0,13.0,18.083333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
188,0.0,3.0,13.0,20.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
189,0.0,3.0,145.0,248.95138888888889,11.0,11.0,46.0,17.0,25.0,3.0,7.0,1.0,0.0,370.0,0.1724137931034483,1.0
191,0.0,3.0,13.0,18.583333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
193,0.0,3.0,52.0,179.66666666666666,3.0,3.0,14.0,6.0,6.0,2.0,1.0,1.0,0.0,321.0,0.11538461538461539,1.0
195,0.0,3.0,13.0,24.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
196,0.0,3.0,44.0,125.4186046511628,2.0,2.0,10.0,5.0,5.0,3.0,1.0,1.0,0.0,363.0,0.11363636363636363,1.0
197,0.0,3.0,13.0,18.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
198,0.0,3.0,42.0,104.51219512195122,2.0,2.0,11.0,3.0,7.0,0.0,0.0,1.0,1.0,416.0,0.16666666666666666,1.0
200,0.0,3.0,13.0,19.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
201,0.0,3.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
202,1.0,2.0,150.0,301.6979865771812,13.0,13.0,46.0,21.0,20.0,6.0,4.0,1.0,0.0,358.0,0.13333333333333333,1.0
203,0.0,3.0,44.0,177.95348837209303,3.0,3.0,10.0,6.0,4.0,0.0,1.0,1.0,0.0,400.0,0.09090909090909091,1.0
204,0.0,3.0,13.0,20.583333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
205,0.0,3.0,26.0,27.68,1.0,1.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,375.0,0.07692307692307693,1.0
206,0.0,3.0,48.0,161.14893617021278,3.0,3.0,9.0,5.0,4.0,2.0,2.0,1.0,0.0,337.0,0.08333333333333333,1.0
208,0.0,3.0,108.0,175.6728971962617,6.0,7.0,30.0,25.0,4.0,8.0,1.0,1.0,1.0,393.0,0.037037037037037035,0.0
209,0.0,3.0,13.0,20.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
211,1.0,2.0,13.0,17.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
212,0.0,3.0,13.0,20.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
213,0.0,3.0,13.0,21.583333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
214,0.0,3.0,55.0,143.03703703703704,3.0,3.0,14.0,8.0,6.0,3.0,0.0,1.0,1.0,377.0,0.10909090909090909,1.0
215,2.0,1.0,13.0,20.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
216,0.0,3.0,64.0,234.0,5.0,5.0,17.0,7.0,8.0,2.0,1.0,1.0,0.0,317.0,0.125,1.0
218,0.0,3.0,24.0,25.26086956521739,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,371.0,0.0,0.0
219,0.0,3.0,41.0,109.55,2.0,2.0,8.0,7.0,1.0,2.0,3.0,1.0,0.0,409.0,0.024390243902439025,0.0
220,0.0,3.0,97.0,199.125,6.0,6.0,28.0,19.0,9.0,2.0,3.0,1.0,1.0,413.0,0.09278350515463918,1.0
