user_id,onboarding_skips,quiz_answers,total_events,avg_event_interval_sec,chat_opens,chat_views,messages_sent,messages_received,answer_errors,likes,dislikes,successful_purchase,model_changes,time_to_first_message_sec,error_rate,is_churned,user_goals,user_interests,user_assistance
88,0.0,3.0,91.0,162.06666666666666,5.0,5.0,27.0,25.0,2.0,5.0,2.0,1.0,1.0,381.0,0.07407407407407407,0.0,"coding-assistance, education, entertainment","arts, history, music",step-by-step
89,0.0,3.0,34.0,120.12121212121212,2.0,2.0,6.0,3.0,3.0,1.0,0.0,1.0,1.0,365.0,0.5,1.0,"coding-assistance, content-creation, social-media","arts, outdoor, sports",direct-answer
90,0.0,3.0,13.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,"business-purposes, coding-assistance, cooking, social-media","cooking, outdoor",step-by-step
91,0.0,3.0,13.0,20.083333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,"business-purposes, coding-assistance, education, social-media","cooking, diy",simplified-explanation
92,0.0,3.0,47.0,230.06521739130434,4.0,4.0,11.0,3.0,6.0,1.0,0.0,1.0,0.0,362.0,0.5454545454545454,1.0,"coding-assistance, social-media","arts, cooking, dance, writing",detailed-explanation
93,0.0,3.0,71.0,127.14285714285714,3.0,3.0,21.0,16.0,5.0,5.0,1.0,1.0,0.0,383.0,0.23809523809523808,0.0,"business-purposes, social-media",arts,answer-with-explanation
94,0.0,3.0,13.0,18.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,"business-purposes, content-creation, entertainment","animals, outdoor, sports, travel",detailed-explanation
95,0.0,3.0,113.0,186.35714285714286,6.0,6.0,38.0,14.0,23.0,2.0,4.0,1.0,0.0,393.0,0.6052631578947368,1.0,"business-purposes, coding-assistance, content-creation, entertainment",arts,answer-with-explanation
96,0.0,3.0,71.0,152.21428571428572,4.0,4.0,17.0,14.0,2.0,6.0,2.0,1.0,1.0,347.0,0.11764705882352941,0.0,"business-purposes, coding-assistance, content-creation, cooking","gardening, learning, technology",step-by-step
97,1.0,2.0,13.0,19.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,"arts, cooking, movies",detailed-explanation
98,1.0,2.0,67.0,176.34848484848484,4.0,4.0,19.0,10.0,8.0,2.0,2.0,1.0,0.0,358.0,0.42105263157894735,1.0,"business-purposes, coding-assistance, entertainment, social-media",,answer-with-explanation
100,1.0,2.0,13.0,18.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,"animals, diy, travel",detailed-explanation
101,0.0,3.0,13.0,20.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,essay-writing,"animals, arts, cooking, outdoor",step-by-step
102,0.0,3.0,69.0,121.05882352941177,3.0,4.0,15.0,12.0,3.0,7.0,1.0,1.0,1.0,380.0,0.2,0.0,essay-writing,cooking,answer-with-explanation
103,0.0,3.0,13.0,19.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,mental-health,"learning, travel, writing",step-by-step
104,0.0,3.0,93.0,166.25,5.0,5.0,25.0,23.0,2.0,10.0,3.0,1.0,1.0,350.0,0.08,0.0,"coding-assistance, content-creation, education",writing,answer-with-explanation
105,1.0,2.0,81.0,228.4125,6.0,6.0,22.0,13.0,7.0,3.0,4.0,1.0,0.0,325.0,0.3181818181818182,1.0,"coding-assistance, content-creation",,detailed-explanation
106,1.0,2.0,13.0,16.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,content-creation,"diy, movies, travel, writing",
107,0.0,3.0,54.0,155.11320754716982,3.0,3.0,13.0,9.0,4.0,1.0,3.0,1.0,1.0,410.0,0.3076923076923077,1.0,"coding-assistance, essay-writing","arts, diy, gardening, music, writing",detailed-explanation
108,0.0,3.0,13.0,20.583333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,"coding-assistance, education","movies, music",step-by-step
109,1.0,2.0,24.0,26.17391304347826,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,376.0,0.0,0.0,,"history, music, reading, sports",answer-with-explanation
110,1.0,2.0,46.0,244.26666666666668,4.0,4.0,9.0,8.0,1.0,1.0,0.0,1.0,1.0,389.0,0.1111111111111111,1.0,"business-purposes, social-media",,step-by-step
112,1.0,2.0,91.0,294.9555555555556,8.0,8.0,24.0,18.0,6.0,1.0,3.0,1.0,1.0,330.0,0.25,1.0,"coding-assistance, education, essay-writing",,step-by-step
113,0.0,3.0,61.0,178.41666666666666,4.0,5.0,15.0,5.0,7.0,1.0,3.0,1.0,0.0,362.0,0.4666666666666667,1.0,"business-purposes, education, social-media","arts, cooking, movies, reading",step-by-step
114,1.0,2.0,13.0,21.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,fashion,detailed-explanation
115,0.0,3.0,13.0,16.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,"business-purposes, coding-assistance, education, entertainment","learning, outdoor",step-by-step
116,0.0,3.0,40.0,201.23076923076923,3.0,3.0,9.0,2.0,5.0,0.0,1.0,1.0,0.0,359.0,0.5555555555555556,1.0,"business-purposes, coding-assistance, education, social-media","business, cooking, diy, reading",step-by-step
117,0.0,3.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,cooking,cooking,detailed-explanation
119,0.0,3.0,13.0,18.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,"coding-assistance, cooking","music, reading, technology",direct-answer
120,0.0,3.0,38.0,121.89189189189189,2.0,2.0,9.0,4.0,5.0,0.0,0.0,1.0,0.0,376.0,0.5555555555555556,1.0,"coding-assistance, education, essay-writing","animals, fashion, outdoor",detailed-explanation
121,0.0,3.0,13.0,20.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,"coding-assistance, social-media",learning,step-by-step
122,0.0,3.0,76.0,216.70666666666668,5.0,5.0,22.0,8.0,13.0,0.0,4.0,1.0,0.0,368.0,0.5909090909090909,1.0,"business-purposes, education, mental-health","gardening, technology",detailed-explanation
123,0.0,3.0,79.0,148.9102564102564,4.0,4.0,20.0,19.0,0.0,13.0,0.0,1.0,1.0,407.0,0.0,0.0,"coding-assistance, content-creation","family, learning, outdoor, reading, travel",detailed-explanation
124,1.0,2.0,106.0,188.24761904761905,6.0,6.0,31.0,24.0,6.0,2.0,11.0,1.0,0.0,391.0,0.1935483870967742,0.0,,diy,direct-answer
126,0.0,3.0,57.0,145.69642857142858,3.0,3.0,14.0,11.0,2.0,3.0,4.0,1.0,0.0,405.0,0.14285714285714285,0.0,"business-purposes, coding-assistance, education, entertainment",diy,detailed-explanation
127,0.0,3.0,90.0,201.1573033707865,6.0,6.0,27.0,12.0,14.0,3.0,1.0,1.0,1.0,328.0,0.5185185185185185,1.0,"business-purposes, essay-writing, social-media","animals, sports",direct-answer
128,0.0,3.0,13.0,18.583333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,"business-purposes, social-media","family, movies, outdoor",step-by-step
129,0.0,3.0,55.0,204.62962962962962,4.0,4.0,14.0,5.0,8.0,0.0,1.0,1.0,1.0,372.0,0.5714285714285714,1.0,"business-purposes, content-creation, education","arts, business, dance, music, outdoor",detailed-explanation
131,0.0,3.0,60.0,216.42372881355934,4.0,4.0,17.0,6.0,10.0,0.0,1.0,1.0,0.0,353.0,0.5882352941176471,1.0,"coding-assistance, content-creation, entertainment","history, learning, outdoor",step-by-step
132,0.0,3.0,13.0,18.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,"coding-assistance, content-creation","arts, learning",step-by-step
133,0.0,3.0,70.0,244.71014492753622,6.0,6.0,18.0,8.0,10.0,1.0,1.0,1.0,0.0,361.0,0.5555555555555556,1.0,education,"animals, music, outdoor",detailed-explanation
134,0.0,3.0,74.0,174.13698630136986,4.0,5.0,19.0,15.0,2.0,5.0,2.0,1.0,1.0,383.0,0.10526315789473684,0.0,"business-purposes, education",history,step-by-step
135,0.0,3.0,13.0,23.083333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,essay-writing,travel,detailed-explanation
136,0.0,3.0,13.0,17.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,"coding-assistance, essay-writing","learning, music, outdoor",detailed-explanation
137,0.0,3.0,93.0,181.0,5.0,5.0,32.0,9.0,21.0,0.0,2.0,1.0,0.0,410.0,0.65625,1.0,"business-purposes, coding-assistance, content-creation, education","business, cooking, gardening, movies, travel",answer-with-explanation
138,0.0,3.0,110.0,143.8256880733945,5.0,5.0,34.0,31.0,2.0,12.0,1.0,1.0,1.0,391.0,0.058823529411764705,0.0,"coding-assistance, cooking, mental-health",music,answer-with-explanation
139,0.0,3.0,13.0,20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,"business-purposes, education, social-media","cooking, diy, fashion, outdoor, travel",detailed-explanation
140,0.0,3.0,34.0,135.0,2.0,2.0,6.0,4.0,1.0,0.0,3.0,1.0,0.0,361.0,0.16666666666666666,0.0,"business-purposes, mental-health, social-media",reading,answer-with-explanation
141,0.0,3.0,81.0,276.2375,7.0,7.0,22.0,10.0,9.0,0.0,2.0,1.0,0.0,355.0,0.4090909090909091,1.0,"coding-assistance, content-creation, social-media","animals, diy, fashion, outdoor",step-by-step
142,0.0,3.0,13.0,20.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,mental-health,dance,simplified-explanation
143,1.0,2.0,71.0,211.78571428571428,5.0,6.0,17.0,10.0,7.0,2.0,2.0,1.0,0.0,335.0,0.4117647058823529,1.0,,"arts, business, cooking, outdoor",detailed-explanation
144,1.0,2.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,fashion,simplified-explanation
145,0.0,3.0,49.0,162.9375,3.0,3.0,13.0,5.0,7.0,1.0,0.0,1.0,0.0,366.0,0.5384615384615384,1.0,"coding-assistance, education",fashion,step-by-step
147,1.0,2.0,38.0,114.13513513513513,2.0,2.0,9.0,2.0,6.0,1.0,0.0,1.0,0.0,357.0,0.6666666666666666,1.0,"business-purposes, mental-health",,step-by-step
148,0.0,3.0,59.0,132.43103448275863,3.0,3.0,15.0,12.0,3.0,5.0,0.0,1.0,1.0,398.0,0.2,0.0,"business-purposes, coding-assistance, content-creation, education","cooking, fashion, outdoor",answer-with-explanation
149,0.0,3.0,69.0,225.30882352941177,5.0,5.0,17.0,16.0,1.0,4.0,1.0,1.0,1.0,425.0,0.058823529411764705,0.0,"coding-assistance, essay-writing","fashion, music, outdoor",step-by-step
150,0.0,3.0,61.0,130.81666666666666,3.0,3.0,16.0,14.0,1.0,4.0,2.0,1.0,1.0,380.0,0.0625,0.0,"business-purposes, essay-writing",cooking,detailed-explanation
151,0.0,3.0,13.0,22.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,"business-purposes, coding-assistance, content-creation, essay-writing","learning, movies, music, writing",step-by-step
152,0.0,3.0,69.0,267.05882352941177,6.0,6.0,19.0,9.0,7.0,1.0,1.0,1.0,0.0,380.0,0.3684210526315789,1.0,"coding-assistance, content-creation","animals, dance, diy, learning, reading",detailed-explanation
153,0.0,3.0,13.0,18.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,"coding-assistance, content-creation","history, movies, music",answer-with-explanation
154,0.0,3.0,27.0,144.30769230769232,2.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,349.0,0.25,1.0,"business-purposes, coding-assistance, education, mental-health",learning,step-by-step
155,0.0,3.0,81.0,246.5375,6.0,6.0,24.0,8.0,14.0,2.0,1.0,1.0,0.0,356.0,0.5833333333333334,1.0,"coding-assistance, social-media","dance, diy, learning, movies",step-by-step
