,user_id,onboarding_skips,quiz_answers,total_events,avg_event_interval_sec,chat_opens,chat_views,messages_sent,messages_received,answer_errors,likes,dislikes,successful_purchase,model_changes,time_to_first_message_sec,error_rate,is_churned,goals_creative,goals_professional,goals_personal_dev,goals_social_entertain,assist_detailed,assist_concise,interest_creative_arts,interest_practical,interest_outdoor,interest_intellectual,interest_business_tech,interest_lifestyle
94,108,0.0,3.0,13.0,20.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,1,1,0,1,0,1,0,0,0,0,0
95,109,1.0,2.0,24.0,26.17391304347826,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,376.0,0.0,0.0,0,0,0,0,1,0,1,0,1,1,0,0
96,110,1.0,2.0,46.0,244.26666666666668,4.0,4.0,9.0,8.0,1.0,1.0,0.0,1.0,1.0,389.0,0.1111111111111111,1.0,0,1,0,1,1,0,0,0,0,0,0,0
97,112,1.0,2.0,91.0,294.9555555555556,8.0,8.0,24.0,18.0,6.0,1.0,3.0,1.0,1.0,330.0,0.25,1.0,1,1,1,0,1,0,0,0,0,0,0,0
98,113,0.0,3.0,61.0,178.41666666666666,4.0,5.0,15.0,5.0,7.0,1.0,3.0,1.0,0.0,362.0,0.4666666666666667,1.0,0,1,1,1,1,0,1,1,0,1,0,0
99,114,1.0,2.0,13.0,21.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1
100,115,0.0,3.0,13.0,16.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,1,1,1,1,0,0,0,1,1,0,0
101,116,0.0,3.0,40.0,201.23076923076923,3.0,3.0,9.0,2.0,5.0,0.0,1.0,1.0,0.0,359.0,0.5555555555555556,1.0,0,1,1,1,1,0,0,1,0,1,1,0
102,117,0.0,3.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,0,0,0,1,0,0,1,0,0,0,0
103,119,0.0,3.0,13.0,18.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,0,0,1,1,0,0,1,1,0
104,120,0.0,3.0,38.0,121.89189189189187,2.0,2.0,9.0,4.0,5.0,0.0,0.0,1.0,0.0,376.0,0.5555555555555556,1.0,1,1,1,0,1,0,0,0,1,0,0,1
105,121,0.0,3.0,13.0,20.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,1,0,1,1,0,0,0,0,1,0,0
106,122,0.0,3.0,76.0,216.70666666666668,5.0,5.0,22.0,8.0,13.0,0.0,4.0,1.0,0.0,368.0,0.5909090909090909,1.0,0,1,1,0,1,0,0,1,0,0,1,0
107,123,0.0,3.0,79.0,148.9102564102564,4.0,4.0,20.0,19.0,0.0,13.0,0.0,1.0,1.0,407.0,0.0,0.0,1,1,0,0,1,0,0,0,1,1,0,1
108,124,1.0,2.0,106.0,188.24761904761905,6.0,6.0,31.0,24.0,6.0,2.0,11.0,1.0,0.0,391.0,0.1935483870967742,0.0,0,0,0,0,0,1,0,1,0,0,0,0
109,126,0.0,3.0,57.0,145.69642857142858,3.0,3.0,14.0,11.0,2.0,3.0,4.0,1.0,0.0,405.0,0.1428571428571428,0.0,0,1,1,1,1,0,0,1,0,0,0,0
110,127,0.0,3.0,90.0,201.1573033707865,6.0,6.0,27.0,12.0,14.0,3.0,1.0,1.0,1.0,328.0,0.5185185185185185,1.0,1,1,0,1,0,1,0,0,1,0,0,1
111,128,0.0,3.0,13.0,18.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,1,0,1,1,0,1,0,1,0,0,1
112,129,0.0,3.0,55.0,204.6296296296296,4.0,4.0,14.0,5.0,8.0,0.0,1.0,1.0,1.0,372.0,0.5714285714285714,1.0,1,1,1,0,1,0,1,0,1,0,1,0
113,131,0.0,3.0,60.0,216.4237288135593,4.0,4.0,17.0,6.0,10.0,0.0,1.0,1.0,0.0,353.0,0.5882352941176471,1.0,1,1,0,1,1,0,0,0,1,1,0,0
114,132,0.0,3.0,13.0,18.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,0,1,0,1,0,0,1,0,0
115,133,0.0,3.0,70.0,244.71014492753625,6.0,6.0,18.0,8.0,10.0,1.0,1.0,1.0,0.0,361.0,0.5555555555555556,1.0,0,0,1,0,1,0,1,0,1,0,0,1
116,134,0.0,3.0,74.0,174.13698630136986,4.0,5.0,19.0,15.0,2.0,5.0,2.0,1.0,1.0,383.0,0.1052631578947368,0.0,0,1,1,0,1,0,0,0,0,1,0,0
117,135,0.0,3.0,13.0,23.08333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0
118,136,0.0,3.0,13.0,17.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,0,1,0,1,0,1,1,0,0
119,137,0.0,3.0,93.0,181.0,5.0,5.0,32.0,9.0,21.0,0.0,2.0,1.0,0.0,410.0,0.65625,1.0,1,1,1,0,1,0,1,1,1,0,1,0
120,138,0.0,3.0,110.0,143.8256880733945,5.0,5.0,34.0,31.0,2.0,12.0,1.0,1.0,1.0,391.0,0.0588235294117647,0.0,1,1,1,0,1,0,1,0,0,0,0,0
121,139,0.0,3.0,13.0,20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,1,1,1,1,0,0,1,1,0,0,1
122,140,0.0,3.0,34.0,135.0,2.0,2.0,6.0,4.0,1.0,0.0,3.0,1.0,0.0,361.0,0.1666666666666666,0.0,0,1,1,1,1,0,0,0,0,1,0,0
123,141,0.0,3.0,81.0,276.2375,7.0,7.0,22.0,10.0,9.0,0.0,2.0,1.0,0.0,355.0,0.4090909090909091,1.0,1,1,0,1,1,0,0,1,1,0,0,1
124,142,0.0,3.0,13.0,20.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,0,1,0,0,1,1,0,0,0,0,0
125,143,1.0,2.0,71.0,211.78571428571428,5.0,6.0,17.0,10.0,7.0,2.0,2.0,1.0,0.0,335.0,0.4117647058823529,1.0,0,0,0,0,1,0,1,1,1,0,1,0
126,144,1.0,2.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1
127,145,0.0,3.0,49.0,162.9375,3.0,3.0,13.0,5.0,7.0,1.0,0.0,1.0,0.0,366.0,0.5384615384615384,1.0,0,1,1,0,1,0,0,0,0,0,0,1
128,147,1.0,2.0,38.0,114.13513513513512,2.0,2.0,9.0,2.0,6.0,1.0,0.0,1.0,0.0,357.0,0.6666666666666666,1.0,0,1,1,0,1,0,0,0,0,0,0,0
129,148,0.0,3.0,59.0,132.43103448275863,3.0,3.0,15.0,12.0,3.0,5.0,0.0,1.0,1.0,398.0,0.2,0.0,1,1,1,0,1,0,0,1,1,0,0,1
130,149,0.0,3.0,69.0,225.30882352941177,5.0,5.0,17.0,16.0,1.0,4.0,1.0,1.0,1.0,425.0,0.0588235294117647,0.0,1,1,0,0,1,0,1,0,1,0,0,1
131,150,0.0,3.0,61.0,130.81666666666666,3.0,3.0,16.0,14.0,1.0,4.0,2.0,1.0,1.0,380.0,0.0625,0.0,1,1,0,0,1,0,0,1,0,0,0,0
132,151,0.0,3.0,13.0,22.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,0,1,0,1,0,0,1,0,0
133,152,0.0,3.0,69.0,267.05882352941177,6.0,6.0,19.0,9.0,7.0,1.0,1.0,1.0,0.0,380.0,0.3684210526315789,1.0,1,1,0,0,1,0,1,1,0,1,0,1
134,153,0.0,3.0,13.0,18.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,0,1,0,1,0,0,1,0,0
135,154,0.0,3.0,27.0,144.30769230769232,2.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,349.0,0.25,1.0,0,1,1,0,1,0,0,0,0,1,0,0
136,155,0.0,3.0,81.0,246.5375,6.0,6.0,24.0,8.0,14.0,2.0,1.0,1.0,0.0,356.0,0.5833333333333334,1.0,0,1,0,1,1,0,1,1,0,1,0,0
137,156,2.0,1.0,13.0,20.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0
138,157,0.0,3.0,75.0,109.1891891891892,3.0,4.0,17.0,16.0,0.0,9.0,2.0,1.0,1.0,388.0,0.0,0.0,1,1,0,0,1,0,1,0,1,1,0,0
